"","gene","gene_ID_robin","cluster"
"1","GQ602_000001","Ophcf2|00001",1
"607","GQ602_001891","Ophcf2|01891",2
"608","GQ602_001892","Ophcf2|01892",1
"609","GQ602_001894","Ophcf2|01894",1
"610","GQ602_001895","Ophcf2|01895",4
"611","GQ602_001899","Ophcf2|01899",2
"612","GQ602_001902","Ophcf2|01902",1
"613","GQ602_001903","Ophcf2|01903",1
"614","GQ602_001913","Ophcf2|01913",1
"615","GQ602_001915","Ophcf2|01915",1
"616","GQ602_001916","Ophcf2|01916",1
"617","GQ602_001918","Ophcf2|01918",4
"618","GQ602_001919","Ophcf2|01919",4
"619","GQ602_001921","Ophcf2|01921",4
"620","GQ602_001925","Ophcf2|01925",2
"621","GQ602_001930","Ophcf2|01930",2
"622","GQ602_001931","Ophcf2|01931",1
"623","GQ602_001932","Ophcf2|01932",1
"624","GQ602_001934","Ophcf2|01934",2
"625","GQ602_001941","Ophcf2|01941",4
"626","GQ602_001942","Ophcf2|01942",3
"627","GQ602_001943","Ophcf2|01943",3
"628","GQ602_001948","Ophcf2|01948",1
"629","GQ602_001951","Ophcf2|01951",1
"630","GQ602_001954","Ophcf2|01954",2
"631","GQ602_001961","Ophcf2|01961",3
"632","GQ602_001964","Ophcf2|01964",1
"633","GQ602_001969","Ophcf2|01969",2
"634","GQ602_001970","Ophcf2|01970",2
"635","GQ602_001976","Ophcf2|01976",1
"636","GQ602_001978","Ophcf2|01978",3
"637","GQ602_001983","Ophcf2|01983",4
"638","GQ602_001988","Ophcf2|01988",3
"639","GQ602_001992","Ophcf2|01992",4
"640","GQ602_001993","Ophcf2|01993",4
"641","GQ602_001994","Ophcf2|01994",4
"642","GQ602_001996","Ophcf2|01996",1
"643","GQ602_001997","Ophcf2|01997",1
"644","GQ602_002001","Ophcf2|02001",4
"645","GQ602_002002","Ophcf2|02002",4
"646","GQ602_002010","Ophcf2|02010",1
"647","GQ602_002012","Ophcf2|02012",1
"648","GQ602_002013","Ophcf2|02013",1
"649","GQ602_002018","Ophcf2|02018",4
"650","GQ602_002019","Ophcf2|02019",4
"651","GQ602_002020","Ophcf2|02020",2
"652","GQ602_002021","Ophcf2|02021",1
"653","GQ602_002025","Ophcf2|02025",1
"654","GQ602_002028","Ophcf2|02028",2
"655","GQ602_002030","Ophcf2|02030",4
"656","GQ602_002033","Ophcf2|02033",1
"657","GQ602_002034","Ophcf2|02034",2
"658","GQ602_002036","Ophcf2|02036",4
"659","GQ602_002040","Ophcf2|02040",2
"660","GQ602_002045","Ophcf2|02045",1
"661","GQ602_002046","Ophcf2|02046",2
"662","GQ602_002048","Ophcf2|02048",1
"663","GQ602_002085","Ophcf2|02085",3
"664","GQ602_002086","Ophcf2|02086",3
"665","GQ602_002090","Ophcf2|02090",4
"666","GQ602_002095","Ophcf2|02095",2
"667","GQ602_002096","Ophcf2|02096",2
"668","GQ602_002099","Ophcf2|02099",1
"669","GQ602_002106","Ophcf2|02106",4
"670","GQ602_002109","Ophcf2|02109",1
"671","GQ602_002113","Ophcf2|02113",3
"672","GQ602_002114","Ophcf2|02114",3
"673","GQ602_002120","Ophcf2|02120",1
"674","GQ602_002121","Ophcf2|02121",1
"675","GQ602_002123","Ophcf2|02123",2
"676","GQ602_002130","Ophcf2|02130",3
"677","GQ602_002132","Ophcf2|02132",3
"678","GQ602_002135","Ophcf2|02135",4
"679","GQ602_002138","Ophcf2|02138",2
"680","GQ602_002146","Ophcf2|02146",4
"681","GQ602_002147","Ophcf2|02147",4
"682","GQ602_002148","Ophcf2|02148",4
"683","GQ602_002149","Ophcf2|02149",2
"684","GQ602_002150","Ophcf2|02150",2
"685","GQ602_002152","Ophcf2|02152",3
"686","GQ602_002154","Ophcf2|02154",3
"687","GQ602_002158","Ophcf2|02158",1
"688","GQ602_002162","Ophcf2|02162",1
"689","GQ602_002167","Ophcf2|02167",1
"690","GQ602_002171","Ophcf2|02171",2
"691","GQ602_002173","Ophcf2|02173",3
"692","GQ602_002174","Ophcf2|02174",1
"693","GQ602_002178","Ophcf2|02178",2
"694","GQ602_002179","Ophcf2|02179",4
"695","GQ602_002180","Ophcf2|02180",4
"696","GQ602_002185","Ophcf2|02185",1
"697","GQ602_002190","Ophcf2|02190",1
"698","GQ602_002199","Ophcf2|02199",3
"699","GQ602_002201","Ophcf2|02201",3
"700","GQ602_002202","Ophcf2|02202",1
"701","GQ602_002203","Ophcf2|02203",3
"702","GQ602_002206","Ophcf2|02206",4
"703","GQ602_002209","Ophcf2|02209",1
"704","GQ602_002213","Ophcf2|02213",1
"705","GQ602_002216","Ophcf2|02216",1
"706","GQ602_002217","Ophcf2|02217",1
"707","GQ602_002224","Ophcf2|02224",4
"708","GQ602_002229","Ophcf2|02229",1
"709","GQ602_002230","Ophcf2|02230",4
"710","GQ602_002231","Ophcf2|02231",1
"711","GQ602_002234","Ophcf2|02234",1
"712","GQ602_002236","Ophcf2|02236",4
"713","GQ602_002237","Ophcf2|02237",1
"714","GQ602_002245","Ophcf2|02245",1
"715","GQ602_002247","Ophcf2|02247",4
"716","GQ602_002250","Ophcf2|02250",3
"717","GQ602_002252","Ophcf2|02252",1
"718","GQ602_002260","Ophcf2|02260",1
"719","GQ602_002262","Ophcf2|02262",4
"720","GQ602_002263","Ophcf2|02263",1
"721","GQ602_002265","Ophcf2|02265",1
"722","GQ602_002268","Ophcf2|02268",4
"723","GQ602_002269","Ophcf2|02269",4
"724","GQ602_002270","Ophcf2|02270",4
"725","GQ602_002273","Ophcf2|02273",1
"726","GQ602_002277","Ophcf2|02277",4
"727","GQ602_002278","Ophcf2|02278",4
"728","GQ602_002283","Ophcf2|02283",1
"729","GQ602_002284","Ophcf2|02284",1
"730","GQ602_002287","Ophcf2|02287",3
"731","GQ602_002289","Ophcf2|02289",1
"732","GQ602_002294","Ophcf2|02294",1
"733","GQ602_002296","Ophcf2|02296",1
"734","GQ602_002297","Ophcf2|02297",2
"735","GQ602_002299","Ophcf2|02299",1
"736","GQ602_002304","Ophcf2|02304",3
"737","GQ602_002311","Ophcf2|02311",2
"738","GQ602_002314","Ophcf2|02314",2
"739","GQ602_002315","Ophcf2|02315",4
"740","GQ602_002316","Ophcf2|02316",4
"741","GQ602_002320","Ophcf2|02320",4
"742","GQ602_002322","Ophcf2|02322",3
"743","GQ602_002324","Ophcf2|02324",3
"744","GQ602_002334","Ophcf2|02334",3
"745","GQ602_002344","Ophcf2|02344",2
"746","GQ602_002345","Ophcf2|02345",2
"747","GQ602_002346","Ophcf2|02346",2
"748","GQ602_002347","Ophcf2|02347",2
"749","GQ602_002351","Ophcf2|02351",2
"750","GQ602_002354","Ophcf2|02354",1
"751","GQ602_002358","Ophcf2|02358",3
"752","GQ602_002360","Ophcf2|02360",4
"753","GQ602_002373","Ophcf2|02373",1
"754","GQ602_002374","Ophcf2|02374",1
"755","GQ602_002378","Ophcf2|02378",1
"756","GQ602_002385","Ophcf2|02385",2
"757","GQ602_002393","Ophcf2|02393",1
"758","GQ602_002396","Ophcf2|02396",3
"759","GQ602_002406","Ophcf2|02406",4
"760","GQ602_002408","Ophcf2|02408",4
"761","GQ602_002410","Ophcf2|02410",2
"762","GQ602_002411","Ophcf2|02411",1
"763","GQ602_002431","Ophcf2|02431",1
"764","GQ602_002436","Ophcf2|02436",1
"765","GQ602_002437","Ophcf2|02437",1
"766","GQ602_002440","Ophcf2|02440",1
"767","GQ602_002441","Ophcf2|02441",2
"768","GQ602_002442","Ophcf2|02442",4
"769","GQ602_002443","Ophcf2|02443",1
"770","GQ602_002446","Ophcf2|02446",4
"771","GQ602_002447","Ophcf2|02447",2
"772","GQ602_002451","Ophcf2|02451",1
"773","GQ602_002459","Ophcf2|02459",1
"774","GQ602_002461","Ophcf2|02461",3
"775","GQ602_002462","Ophcf2|02462",3
"776","GQ602_002465","Ophcf2|02465",2
"777","GQ602_002474","Ophcf2|02474",2
"778","GQ602_002475","Ophcf2|02475",1
"779","GQ602_002476","Ophcf2|02476",1
"780","GQ602_002478","Ophcf2|02478",4
"781","GQ602_002483","Ophcf2|02483",3
"782","GQ602_002485","Ophcf2|02485",4
"783","GQ602_002486","Ophcf2|02486",4
"784","GQ602_002488","Ophcf2|02488",4
"785","GQ602_002492","Ophcf2|02492",1
"786","GQ602_002504","Ophcf2|02504",1
"787","GQ602_002509","Ophcf2|02509",2
"788","GQ602_002514","Ophcf2|02514",4
"789","GQ602_002519","Ophcf2|02519",4
"790","GQ602_002521","Ophcf2|02521",1
"791","GQ602_002522","Ophcf2|02522",1
"792","GQ602_002523","Ophcf2|02523",1
"793","GQ602_002524","Ophcf2|02524",2
"794","GQ602_002531","Ophcf2|02531",3
"795","GQ602_002533","Ophcf2|02533",2
"796","GQ602_002535","Ophcf2|02535",4
"797","GQ602_002544","Ophcf2|02544",2
"798","GQ602_002545","Ophcf2|02545",2
"799","GQ602_002549","Ophcf2|02549",2
"800","GQ602_002552","Ophcf2|02552",3
"801","GQ602_002563","Ophcf2|02563",2
"802","GQ602_002564","Ophcf2|02564",1
"803","GQ602_002567","Ophcf2|02567",3
"804","GQ602_002571","Ophcf2|02571",1
"805","GQ602_002573","Ophcf2|02573",1
"806","GQ602_002574","Ophcf2|02574",4
"807","GQ602_002575","Ophcf2|02575",2
"808","GQ602_002576","Ophcf2|02576",4
"809","GQ602_002577","Ophcf2|02577",1
"810","GQ602_002582","Ophcf2|02582",1
"811","GQ602_002584","Ophcf2|02584",4
"812","GQ602_002589","Ophcf2|02589",4
"813","GQ602_002605","Ophcf2|02605",4
"814","GQ602_002606","Ophcf2|02606",1
"815","GQ602_002610","Ophcf2|02610",1
"816","GQ602_002616","Ophcf2|02616",1
"817","GQ602_002620","Ophcf2|02620",1
"818","GQ602_002621","Ophcf2|02621",4
"819","GQ602_002626","Ophcf2|02626",4
"820","GQ602_002628","Ophcf2|02628",2
"821","GQ602_002636","Ophcf2|02636",1
"822","GQ602_002639","Ophcf2|02639",1
"823","GQ602_002641","Ophcf2|02641",1
"824","GQ602_002642","Ophcf2|02642",1
"825","GQ602_002646","Ophcf2|02646",1
"826","GQ602_002650","Ophcf2|02650",4
"827","GQ602_002651","Ophcf2|02651",3
"828","GQ602_002652","Ophcf2|02652",3
"829","GQ602_002659","Ophcf2|02659",3
"830","GQ602_002664","Ophcf2|02664",1
"831","GQ602_002668","Ophcf2|02668",1
"832","GQ602_002674","Ophcf2|02674",1
"833","GQ602_002679","Ophcf2|02679",4
"834","GQ602_002681","Ophcf2|02681",2
"835","GQ602_002682","Ophcf2|02682",2
"836","GQ602_002683","Ophcf2|02683",1
"837","GQ602_002684","Ophcf2|02684",1
"838","GQ602_002686","Ophcf2|02686",2
"839","GQ602_002694","Ophcf2|02694",1
"840","GQ602_002696","Ophcf2|02696",4
"841","GQ602_002697","Ophcf2|02697",2
"842","GQ602_002698","Ophcf2|02698",4
"843","GQ602_002700","Ophcf2|02700",3
"844","GQ602_002705","Ophcf2|02705",1
"845","GQ602_002707","Ophcf2|02707",1
"846","GQ602_002714","Ophcf2|02714",2
"847","GQ602_002716","Ophcf2|02716",4
"848","GQ602_002717","Ophcf2|02717",1
"849","GQ602_002725","Ophcf2|02725",1
"850","GQ602_002731","Ophcf2|02731",2
"851","GQ602_002732","Ophcf2|02732",1
"852","GQ602_002735","Ophcf2|02735",2
"853","GQ602_002738","Ophcf2|02738",4
"854","GQ602_002742","Ophcf2|02742",3
"855","GQ602_002751","Ophcf2|02751",1
"856","GQ602_002754","Ophcf2|02754",3
"857","GQ602_002758","Ophcf2|02758",1
"858","GQ602_002759","Ophcf2|02759",1
"859","GQ602_002760","Ophcf2|02760",2
"860","GQ602_002761","Ophcf2|02761",1
"861","GQ602_002764","Ophcf2|02764",4
"862","GQ602_002770","Ophcf2|02770",4
"863","GQ602_002775","Ophcf2|02775",3
"864","GQ602_002776","Ophcf2|02776",1
"865","GQ602_002777","Ophcf2|02777",1
"866","GQ602_002778","Ophcf2|02778",2
"867","GQ602_002779","Ophcf2|02779",2
"868","GQ602_002788","Ophcf2|02788",3
"869","GQ602_002789","Ophcf2|02789",2
"870","GQ602_002790","Ophcf2|02790",2
"871","GQ602_002794","Ophcf2|02794",1
"872","GQ602_002803","Ophcf2|02803",3
"873","GQ602_002807","Ophcf2|02807",3
"874","GQ602_002810","Ophcf2|02810",1
"875","GQ602_002818","Ophcf2|02818",1
"876","GQ602_002822","Ophcf2|02822",2
"877","GQ602_002825","Ophcf2|02825",3
"878","GQ602_002830","Ophcf2|02830",4
"879","GQ602_002831","Ophcf2|02831",4
"880","GQ602_002841","Ophcf2|02841",4
"881","GQ602_002842","Ophcf2|02842",1
"882","GQ602_002845","Ophcf2|02845",4
"883","GQ602_002847","Ophcf2|02847",4
"884","GQ602_002848","Ophcf2|02848",4
"885","GQ602_002850","Ophcf2|02850",1
"886","GQ602_002851","Ophcf2|02851",1
"887","GQ602_002855","Ophcf2|02855",1
"888","GQ602_002856","Ophcf2|02856",2
"889","GQ602_002858","Ophcf2|02858",3
"890","GQ602_002860","Ophcf2|02860",2
"891","GQ602_002861","Ophcf2|02861",1
"892","GQ602_002868","Ophcf2|02868",2
"893","GQ602_002869","Ophcf2|02869",1
"894","GQ602_002870","Ophcf2|02870",1
"895","GQ602_002873","Ophcf2|02873",4
"896","GQ602_002874","Ophcf2|02874",3
"897","GQ602_002882","Ophcf2|02882",4
"898","GQ602_002883","Ophcf2|02883",1
"899","GQ602_002891","Ophcf2|02891",3
"900","GQ602_002893","Ophcf2|02893",3
"901","GQ602_002897","Ophcf2|02897",3
"902","GQ602_002899","Ophcf2|02899",4
"903","GQ602_002905","Ophcf2|02905",3
"904","GQ602_002906","Ophcf2|02906",1
"905","GQ602_002911","Ophcf2|02911",3
"906","GQ602_002913","Ophcf2|02913",3
"907","GQ602_002916","Ophcf2|02916",2
"908","GQ602_002917","Ophcf2|02917",3
"909","GQ602_002918","Ophcf2|02918",1
"910","GQ602_002920","Ophcf2|02920",2
"911","GQ602_002924","Ophcf2|02924",2
"912","GQ602_002928","Ophcf2|02928",2
"913","GQ602_002930","Ophcf2|02930",1
"914","GQ602_002931","Ophcf2|02931",2
"915","GQ602_002939","Ophcf2|02939",2
"916","GQ602_002940","Ophcf2|02940",1
"917","GQ602_002946","Ophcf2|02946",1
"918","GQ602_002954","Ophcf2|02954",2
"919","GQ602_002955","Ophcf2|02955",2
"920","GQ602_002956","Ophcf2|02956",3
"921","GQ602_002967","Ophcf2|02967",4
"922","GQ602_002968","Ophcf2|02968",2
"923","GQ602_002970","Ophcf2|02970",1
"924","GQ602_002971","Ophcf2|02971",1
"925","GQ602_002973","Ophcf2|02973",1
"926","GQ602_002974","Ophcf2|02974",4
"927","GQ602_002977","Ophcf2|02977",1
"928","GQ602_002978","Ophcf2|02978",1
"929","GQ602_002981","Ophcf2|02981",2
"930","GQ602_002983","Ophcf2|02983",3
"931","GQ602_002984","Ophcf2|02984",2
"932","GQ602_002986","Ophcf2|02986",1
"933","GQ602_002996","Ophcf2|02996",1
"934","GQ602_002999","Ophcf2|02999",4
"935","GQ602_003000","Ophcf2|03000",4
"936","GQ602_003001","Ophcf2|03001",1
"937","GQ602_003002","Ophcf2|03002",2
"938","GQ602_003005","Ophcf2|03005",4
"939","GQ602_003015","Ophcf2|03015",3
"940","GQ602_003020","Ophcf2|03020",2
"941","GQ602_003035","Ophcf2|03035",4
"942","GQ602_003042","Ophcf2|03042",3
"943","GQ602_003051","Ophcf2|03051",2
"944","GQ602_003058","Ophcf2|03058",3
"945","GQ602_003060","Ophcf2|03060",2
"946","GQ602_003063","Ophcf2|03063",4
"947","GQ602_003072","Ophcf2|03072",2
"948","GQ602_003074","Ophcf2|03074",1
"949","GQ602_003076","Ophcf2|03076",3
"950","GQ602_003077","Ophcf2|03077",1
"951","GQ602_003091","Ophcf2|03091",1
"952","GQ602_003096","Ophcf2|03096",1
"953","GQ602_003097","Ophcf2|03097",1
"954","GQ602_003098","Ophcf2|03098",1
"955","GQ602_003099","Ophcf2|03099",1
"956","GQ602_003100","Ophcf2|03100",1
"957","GQ602_003101","Ophcf2|03101",2
"958","GQ602_003106","Ophcf2|03106",2
"959","GQ602_003110","Ophcf2|03110",4
"960","GQ602_003111","Ophcf2|03111",4
"961","GQ602_003112","Ophcf2|03112",3
"962","GQ602_003114","Ophcf2|03114",2
"963","GQ602_003120","Ophcf2|03120",4
"964","GQ602_003125","Ophcf2|03125",4
"965","GQ602_003128","Ophcf2|03128",2
"966","GQ602_003132","Ophcf2|03132",1
"967","GQ602_003133","Ophcf2|03133",4
"968","GQ602_003135","Ophcf2|03135",1
"969","GQ602_003139","Ophcf2|03139",2
"970","GQ602_003140","Ophcf2|03140",2
"971","GQ602_003148","Ophcf2|03148",3
"972","GQ602_003150","Ophcf2|03150",1
"973","GQ602_003153","Ophcf2|03153",1
"974","GQ602_003157","Ophcf2|03157",2
"975","GQ602_003158","Ophcf2|03158",2
"976","GQ602_003159","Ophcf2|03159",2
"977","GQ602_003167","Ophcf2|03167",2
"978","GQ602_003171","Ophcf2|03171",3
"979","GQ602_003172","Ophcf2|03172",4
"980","GQ602_003173","Ophcf2|03173",3
"981","GQ602_003179","Ophcf2|03179",2
"982","GQ602_003186","Ophcf2|03186",2
"983","GQ602_003191","Ophcf2|03191",4
"984","GQ602_003199","Ophcf2|03199",1
"985","GQ602_003200","Ophcf2|03200",1
"986","GQ602_003204","Ophcf2|03204",2
"987","GQ602_003207","Ophcf2|03207",1
"988","GQ602_003211","Ophcf2|03211",3
"989","GQ602_003225","Ophcf2|03225",1
"990","GQ602_003227","Ophcf2|03227",1
"991","GQ602_003228","Ophcf2|03228",2
"992","GQ602_003229","Ophcf2|03229",1
"993","GQ602_003230","Ophcf2|03230",1
"994","GQ602_003236","Ophcf2|03236",2
"995","GQ602_003237","Ophcf2|03237",4
"996","GQ602_003238","Ophcf2|03238",2
"997","GQ602_003242","Ophcf2|03242",1
"998","GQ602_003243","Ophcf2|03243",1
"999","GQ602_003245","Ophcf2|03245",4
"1000","GQ602_003253","Ophcf2|03253",1
"1001","GQ602_003254","Ophcf2|03254",1
"1002","GQ602_003256","Ophcf2|03256",4
"1003","GQ602_003257","Ophcf2|03257",4
"1004","GQ602_003263","Ophcf2|03263",3
"1005","GQ602_003266","Ophcf2|03266",1
"1006","GQ602_003271","Ophcf2|03271",1
"1007","GQ602_003276","Ophcf2|03276",1
"1008","GQ602_003277","Ophcf2|03277",1
"1009","GQ602_003285","Ophcf2|03285",4
"1010","GQ602_003290","Ophcf2|03290",4
"1011","GQ602_003293","Ophcf2|03293",1
"1012","GQ602_003296","Ophcf2|03296",4
"1013","GQ602_003302","Ophcf2|03302",1
"1014","GQ602_003303","Ophcf2|03303",1
"1015","GQ602_003306","Ophcf2|03306",1
"1016","GQ602_003308","Ophcf2|03308",1
"1017","GQ602_003310","Ophcf2|03310",2
"1018","GQ602_003314","Ophcf2|03314",2
"1019","GQ602_003315","Ophcf2|03315",2
"1020","GQ602_003319","Ophcf2|03319",3
"1021","GQ602_003321","Ophcf2|03321",4
"1022","GQ602_003323","Ophcf2|03323",4
"1023","GQ602_003324","Ophcf2|03324",4
"1024","GQ602_003325","Ophcf2|03325",4
"1025","GQ602_003330","Ophcf2|03330",1
"1026","GQ602_003333","Ophcf2|03333",4
"1027","GQ602_003334","Ophcf2|03334",4
"1028","GQ602_003340","Ophcf2|03340",1
"1029","GQ602_003342","Ophcf2|03342",1
"1030","GQ602_003345","Ophcf2|03345",4
"1031","GQ602_003353","Ophcf2|03353",4
"1032","GQ602_003354","Ophcf2|03354",1
"1033","GQ602_003355","Ophcf2|03355",1
"1034","GQ602_003356","Ophcf2|03356",1
"1035","GQ602_003359","Ophcf2|03359",4
"1036","GQ602_003362","Ophcf2|03362",3
"1037","GQ602_003366","Ophcf2|03366",4
"1038","GQ602_003367","Ophcf2|03367",1
"1039","GQ602_003375","Ophcf2|03375",3
"1040","GQ602_003376","Ophcf2|03376",1
"1041","GQ602_003377","Ophcf2|03377",1
"1042","GQ602_003383","Ophcf2|03383",1
"1043","GQ602_003384","Ophcf2|03384",2
"1044","GQ602_003387","Ophcf2|03387",4
"1045","GQ602_003389","Ophcf2|03389",2
"1046","GQ602_003394","Ophcf2|03394",4
"1047","GQ602_003395","Ophcf2|03395",1
"1048","GQ602_003396","Ophcf2|03396",4
"1049","GQ602_003397","Ophcf2|03397",1
"1050","GQ602_003398","Ophcf2|03398",4
"1051","GQ602_003399","Ophcf2|03399",1
"1052","GQ602_003400","Ophcf2|03400",1
"1053","GQ602_003401","Ophcf2|03401",4
"1054","GQ602_003408","Ophcf2|03408",4
"1055","GQ602_003411","Ophcf2|03411",2
"1056","GQ602_003414","Ophcf2|03414",1
"1057","GQ602_003417","Ophcf2|03417",4
"1058","GQ602_003420","Ophcf2|03420",2
"1059","GQ602_003423","Ophcf2|03423",2
"1060","GQ602_003434","Ophcf2|03434",2
"1061","GQ602_003436","Ophcf2|03436",1
"1062","GQ602_003437","Ophcf2|03437",3
"1063","GQ602_003438","Ophcf2|03438",1
"1064","GQ602_003442","Ophcf2|03442",1
"1065","GQ602_003443","Ophcf2|03443",2
"1066","GQ602_003445","Ophcf2|03445",2
"1067","GQ602_003448","Ophcf2|03448",4
"1068","GQ602_003451","Ophcf2|03451",3
"1069","GQ602_003452","Ophcf2|03452",1
"1070","GQ602_003455","Ophcf2|03455",1
"1071","GQ602_003466","Ophcf2|03466",1
"1072","GQ602_003468","Ophcf2|03468",4
"1073","GQ602_003469","Ophcf2|03469",1
"1074","GQ602_003470","Ophcf2|03470",4
"1075","GQ602_003471","Ophcf2|03471",4
"1076","GQ602_003473","Ophcf2|03473",4
"1077","GQ602_003477","Ophcf2|03477",4
"1078","GQ602_003479","Ophcf2|03479",3
"1079","GQ602_003480","Ophcf2|03480",3
"1080","GQ602_003481","Ophcf2|03481",3
"1081","GQ602_003483","Ophcf2|03483",1
"1082","GQ602_003484","Ophcf2|03484",1
"1083","GQ602_003493","Ophcf2|03493",4
"1084","GQ602_003498","Ophcf2|03498",4
"1085","GQ602_003508","Ophcf2|03508",3
"1086","GQ602_003513","Ophcf2|03513",1
"1087","GQ602_003518","Ophcf2|03518",2
"1088","GQ602_003519","Ophcf2|03519",4
"1089","GQ602_003523","Ophcf2|03523",4
"1090","GQ602_003526","Ophcf2|03526",4
"1091","GQ602_003534","Ophcf2|03534",2
"1092","GQ602_003536","Ophcf2|03536",2
"1093","GQ602_003537","Ophcf2|03537",1
"1094","GQ602_003540","Ophcf2|03540",3
"1095","GQ602_003544","Ophcf2|03544",4
"1096","GQ602_003547","Ophcf2|03547",2
"1097","GQ602_003548","Ophcf2|03548",3
"1098","GQ602_003552","Ophcf2|03552",1
"1099","GQ602_003553","Ophcf2|03553",1
"1100","GQ602_003557","Ophcf2|03557",3
"1101","GQ602_003562","Ophcf2|03562",3
"1102","GQ602_003574","Ophcf2|03574",4
"1103","GQ602_003577","Ophcf2|03577",2
"1104","GQ602_003579","Ophcf2|03579",4
"1105","GQ602_003591","Ophcf2|03591",2
"1106","GQ602_003592","Ophcf2|03592",2
"1107","GQ602_003595","Ophcf2|03595",2
"1108","GQ602_003597","Ophcf2|03597",1
"1109","GQ602_003598","Ophcf2|03598",4
"1110","GQ602_003600","Ophcf2|03600",4
"1111","GQ602_003604","Ophcf2|03604",2
"1112","GQ602_003608","Ophcf2|03608",2
"1113","GQ602_003616","Ophcf2|03616",2
"1114","GQ602_003619","Ophcf2|03619",1
"1115","GQ602_003624","Ophcf2|03624",3
"1116","GQ602_003631","Ophcf2|03631",1
"1117","GQ602_003635","Ophcf2|03635",4
"1118","GQ602_003639","Ophcf2|03639",3
"1119","GQ602_003641","Ophcf2|03641",1
"1120","GQ602_003644","Ophcf2|03644",1
"1121","GQ602_003646","Ophcf2|03646",3
"1122","GQ602_003647","Ophcf2|03647",3
"1123","GQ602_003651","Ophcf2|03651",3
"1124","GQ602_003652","Ophcf2|03652",2
"1125","GQ602_003653","Ophcf2|03653",1
"1126","GQ602_003656","Ophcf2|03656",4
"1127","GQ602_003657","Ophcf2|03657",3
"1128","GQ602_003658","Ophcf2|03658",1
"1129","GQ602_003659","Ophcf2|03659",4
"1130","GQ602_003660","Ophcf2|03660",3
"1131","GQ602_003663","Ophcf2|03663",1
"1132","GQ602_003664","Ophcf2|03664",4
"1133","GQ602_003665","Ophcf2|03665",1
"1134","GQ602_003671","Ophcf2|03671",1
"1135","GQ602_003672","Ophcf2|03672",2
"1136","GQ602_003675","Ophcf2|03675",2
"1137","GQ602_003677","Ophcf2|03677",1
"1138","GQ602_003685","Ophcf2|03685",2
"1139","GQ602_003691","Ophcf2|03691",1
"1140","GQ602_003697","Ophcf2|03697",1
"1141","GQ602_003698","Ophcf2|03698",4
"1142","GQ602_003700","Ophcf2|03700",3
"1143","GQ602_003707","Ophcf2|03707",1
"1144","GQ602_003708","Ophcf2|03708",1
"1145","GQ602_003709","Ophcf2|03709",2
"1146","GQ602_003718","Ophcf2|03718",2
"1147","GQ602_003723","Ophcf2|03723",4
"1148","GQ602_003735","Ophcf2|03735",2
"1149","GQ602_003736","Ophcf2|03736",1
"1150","GQ602_003738","Ophcf2|03738",2
"1151","GQ602_003739","Ophcf2|03739",2
"1152","GQ602_003740","Ophcf2|03740",2
"1153","GQ602_003743","Ophcf2|03743",2
"1154","GQ602_003744","Ophcf2|03744",2
"1155","GQ602_003746","Ophcf2|03746",2
"1156","GQ602_003750","Ophcf2|03750",4
"1157","GQ602_003753","Ophcf2|03753",4
"1158","GQ602_003755","Ophcf2|03755",1
"1159","GQ602_003756","Ophcf2|03756",1
"1160","GQ602_003757","Ophcf2|03757",1
"1161","GQ602_003763","Ophcf2|03763",3
"1162","GQ602_003766","Ophcf2|03766",3
"1163","GQ602_003771","Ophcf2|03771",2
"1164","GQ602_003773","Ophcf2|03773",1
"1165","GQ602_003775","Ophcf2|03775",2
"1166","GQ602_003782","Ophcf2|03782",1
"1167","GQ602_003784","Ophcf2|03784",1
"1168","GQ602_003785","Ophcf2|03785",1
"1169","GQ602_003788","Ophcf2|03788",1
"1170","GQ602_003793","Ophcf2|03793",2
"1171","GQ602_003796","Ophcf2|03796",2
"1172","GQ602_003797","Ophcf2|03797",2
"1173","GQ602_003807","Ophcf2|03807",4
"1174","GQ602_003808","Ophcf2|03808",4
"1175","GQ602_003811","Ophcf2|03811",1
"1176","GQ602_003812","Ophcf2|03812",4
"1177","GQ602_003813","Ophcf2|03813",2
"1178","GQ602_003819","Ophcf2|03819",1
"1179","GQ602_003821","Ophcf2|03821",1
"1180","GQ602_003822","Ophcf2|03822",1
"1181","GQ602_003823","Ophcf2|03823",1
"1182","GQ602_003828","Ophcf2|03828",1
"1183","GQ602_003835","Ophcf2|03835",1
"1184","GQ602_003838","Ophcf2|03838",2
"1185","GQ602_003841","Ophcf2|03841",1
"1186","GQ602_003843","Ophcf2|03843",4
"1187","GQ602_003845","Ophcf2|03845",3
"1188","GQ602_003850","Ophcf2|03850",1
"1189","GQ602_003852","Ophcf2|03852",1
"1190","GQ602_003854","Ophcf2|03854",3
"1191","GQ602_003855","Ophcf2|03855",1
"1192","GQ602_003858","Ophcf2|03858",2
"1193","GQ602_003869","Ophcf2|03869",1
"1194","GQ602_003876","Ophcf2|03876",3
"1195","GQ602_003880","Ophcf2|03880",1
"1196","GQ602_003882","Ophcf2|03882",1
"1197","GQ602_003894","Ophcf2|03894",1
"1198","GQ602_003898","Ophcf2|03898",4
"1199","GQ602_003905","Ophcf2|03905",1
"1200","GQ602_003906","Ophcf2|03906",2
"1201","GQ602_003918","Ophcf2|03918",3
"1202","GQ602_003922","Ophcf2|03922",2
"1203","GQ602_003925","Ophcf2|03925",3
